id,round,treatmentname,value,guess,highgroup,mean_theory,var_theory,alpha,bias,signal,alpha_i,bias_i,signal_i,diff,mse
9.0,15,NoGroup,38,25.0,0.0,50.0,200.0,-0.002989718,-0.49545118,25.568495,-0.37315214,3.2210057,29.448013,-13.0,85.613335
9.0,16,NoGroup,28,25.0,0.0,50.0,200.0,-0.002989718,-0.49545118,25.568495,-0.37315214,3.2210057,29.448013,-3.0,85.613335
9.0,17,NoGroup,47,33.0,0.0,50.0,200.0,-0.002989718,-0.49545118,33.544647,-0.37315214,3.2210057,35.274025,-14.0,85.613335
9.0,18,NoGroup,56,67.0,0.0,50.0,200.0,-0.002989718,-0.49545118,67.4433,-0.37315214,3.2210057,60.034573,11.0,85.613335
9.0,19,NoGroup,69,67.0,1.0,50.0,200.0,-0.018916693,-0.21652126,66.89689,-0.10999368,1.1278374,64.299324,-2.0,85.613335
9.0,20,NoGroup,51,40.0,0.0,50.0,200.0,-0.002989718,-0.49545118,40.52378,-0.37315214,3.2210057,40.371784,-11.0,85.613335
9.0,21,NoGroup,39,30.0,0.0,50.0,200.0,-0.002989718,-0.49545118,30.55359,-0.37315214,3.2210057,33.089268,-9.0,85.613335
9.0,22,NoGroup,49,35.0,0.0,50.0,200.0,-0.002989718,-0.49545118,35.538685,-0.37315214,3.2210057,36.730526,-14.0,85.613335
9.0,23,NoGroup,36,29.0,0.0,50.0,200.0,-0.002989718,-0.49545118,29.556572,-0.37315214,3.2210057,32.36102,-7.0,85.613335
9.0,24,NoGroup,65,60.0,1.0,50.0,200.0,-0.018916693,-0.21652126,60.026848,-0.10999368,1.1278374,57.992985,-5.0,85.613335
9.0,25,NoGroup,58,62.0,1.0,50.0,200.0,-0.018916693,-0.21652126,61.989716,-0.10999368,1.1278374,59.794796,4.0,85.613335
9.0,26,NoGroup,37,39.0,0.0,50.0,200.0,-0.002989718,-0.49545118,39.526764,-0.37315214,3.2210057,39.64353,2.0,85.613335
9.0,27,NoGroup,32,22.0,0.0,50.0,200.0,-0.002989718,-0.49545118,22.577436,-0.37315214,3.2210057,27.263258,-10.0,85.613335
9.0,28,NoGroup,23,21.0,0.0,50.0,200.0,-0.002989718,-0.49545118,21.580418,-0.37315214,3.2210057,26.535007,-2.0,85.613335
9.0,29,NoGroup,66,72.0,1.0,50.0,200.0,-0.018916693,-0.21652126,71.80406,-0.10999368,1.1278374,68.803856,6.0,85.613335
9.0,30,NoGroup,41,43.0,0.0,50.0,200.0,-0.002989718,-0.49545118,43.51484,-0.37315214,3.2210057,42.556538,2.0,85.613335
9.0,31,NoGroup,31,28.0,0.0,50.0,200.0,-0.002989718,-0.49545118,28.559551,-0.37315214,3.2210057,31.632767,-3.0,85.613335
9.0,32,NoGroup,25,26.0,0.0,50.0,200.0,-0.002989718,-0.49545118,26.565514,-0.37315214,3.2210057,30.176264,1.0,85.613335
9.0,33,NoGroup,63,61.0,1.0,50.0,200.0,-0.018916693,-0.21652126,61.00828,-0.10999368,1.1278374,58.89389,-2.0,85.613335
9.0,34,NoGroup,29,19.0,0.0,50.0,200.0,-0.002989718,-0.49545118,19.58638,-0.37315214,3.2210057,25.078505,-10.0,85.613335
9.0,35,NoGroup,44,45.0,0.0,50.0,200.0,-0.002989718,-0.49545118,45.508877,-0.37315214,3.2210057,44.013042,1.0,85.613335
9.0,36,NoGroup,55,70.0,1.0,50.0,200.0,-0.018916693,-0.21652126,69.841194,-0.10999368,1.1278374,67.002045,15.0,85.613335
9.0,37,NoGroup,40,47.0,0.0,50.0,200.0,-0.002989718,-0.49545118,47.50292,-0.37315214,3.2210057,45.469543,7.0,85.613335
9.0,38,NoGroup,44,41.0,0.0,50.0,200.0,-0.002989718,-0.49545118,41.5208,-0.37315214,3.2210057,41.100037,-3.0,85.613335
9.0,39,NoGroup,71,72.0,1.0,50.0,200.0,-0.018916693,-0.21652126,71.80406,-0.10999368,1.1278374,68.803856,1.0,85.613335
9.0,40,NoGroup,45,53.0,0.0,50.0,200.0,-0.002989718,-0.49545118,53.48503,-0.37315214,3.2210057,49.839054,8.0,85.613335
9.0,41,NoGroup,44,61.0,0.0,50.0,200.0,-0.002989718,-0.49545118,61.461185,-0.37315214,3.2210057,55.665062,17.0,85.613335
9.0,42,NoGroup,61,57.0,1.0,50.0,200.0,-0.018916693,-0.21652126,57.082542,-0.10999368,1.1278374,55.290268,-4.0,85.613335
9.0,43,NoGroup,43,51.0,0.0,50.0,200.0,-0.002989718,-0.49545118,51.490993,-0.37315214,3.2210057,48.38255,8.0,85.613335
9.0,44,NoGroup,31,26.0,0.0,50.0,200.0,-0.002989718,-0.49545118,26.565514,-0.37315214,3.2210057,30.176264,-5.0,85.613335
9.0,45,NoGroup,61,73.0,1.0,50.0,200.0,-0.018916693,-0.21652126,72.78549,-0.10999368,1.1278374,69.704765,12.0,85.613335
9.0,46,NoGroup,35,41.0,0.0,50.0,200.0,-0.002989718,-0.49545118,41.5208,-0.37315214,3.2210057,41.100037,6.0,85.613335
9.0,47,NoGroup,80,79.0,1.0,50.0,200.0,-0.018916693,-0.21652126,78.6741,-0.10999368,1.1278374,75.1102,-1.0,85.613335
9.0,48,NoGroup,57,60.0,1.0,50.0,200.0,-0.018916693,-0.21652126,60.026848,-0.10999368,1.1278374,57.992985,3.0,85.613335
9.0,49,NoGroup,44,47.0,0.0,50.0,200.0,-0.002989718,-0.49545118,47.50292,-0.37315214,3.2210057,45.469543,3.0,85.613335
9.0,50,NoGroup,35,41.0,0.0,50.0,200.0,-0.002989718,-0.49545118,41.5208,-0.37315214,3.2210057,41.100037,6.0,85.613335
9.0,51,NoGroup,71,75.0,1.0,50.0,200.0,-0.018916693,-0.21652126,74.74837,-0.10999368,1.1278374,71.50658,4.0,85.613335
9.0,52,NoGroup,41,62.0,0.0,50.0,200.0,-0.002989718,-0.49545118,62.458206,-0.37315214,3.2210057,56.393314,21.0,85.613335
9.0,53,NoGroup,44,38.0,1.0,50.0,200.0,-0.018916693,-0.21652126,38.435287,-0.10999368,1.1278374,38.173054,-6.0,85.613335
9.0,54,NoGroup,58,65.0,1.0,50.0,200.0,-0.018916693,-0.21652126,64.93402,-0.10999368,1.1278374,62.497517,7.0,85.613335
9.0,55,NoGroup,57,70.0,0.0,50.0,200.0,-0.002989718,-0.49545118,70.43436,-0.37315214,3.2210057,62.219326,13.0,85.613335
9.0,56,NoGroup,46,65.0,0.0,50.0,200.0,-0.002989718,-0.49545118,65.449265,-0.37315214,3.2210057,58.578068,19.0,85.613335
9.0,57,NoGroup,56,59.0,1.0,50.0,200.0,-0.018916693,-0.21652126,59.04541,-0.10999368,1.1278374,57.09208,3.0,85.613335
9.0,58,NoGroup,60,64.0,1.0,50.0,200.0,-0.018916693,-0.21652126,63.952583,-0.10999368,1.1278374,61.596607,4.0,85.613335
9.0,59,NoGroup,40,29.0,0.0,50.0,200.0,-0.002989718,-0.49545118,29.556572,-0.37315214,3.2210057,32.36102,-11.0,85.613335
9.0,60,NoGroup,54,58.0,1.0,50.0,200.0,-0.018916693,-0.21652126,58.063976,-0.10999368,1.1278374,56.191174,4.0,85.613335
9.0,61,NoGroup,53,67.0,1.0,50.0,200.0,-0.018916693,-0.21652126,66.89689,-0.10999368,1.1278374,64.299324,14.0,85.613335
9.0,62,NoGroup,53,58.0,1.0,50.0,200.0,-0.018916693,-0.21652126,58.063976,-0.10999368,1.1278374,56.191174,5.0,85.613335
9.0,63,NoGroup,45,42.0,0.0,50.0,200.0,-0.002989718,-0.49545118,42.517822,-0.37315214,3.2210057,41.828285,-3.0,85.613335
9.0,64,NoGroup,28,20.0,0.0,50.0,200.0,-0.002989718,-0.49545118,20.583399,-0.37315214,3.2210057,25.806755,-8.0,85.613335
9.0,65,NoGroup,71,80.0,1.0,50.0,200.0,-0.018916693,-0.21652126,79.65553,-0.10999368,1.1278374,76.01111,9.0,85.613335
9.0,66,NoGroup,46,29.0,1.0,50.0,200.0,-0.018916693,-0.21652126,29.602377,-0.10999368,1.1278374,30.064898,-17.0,85.613335
9.0,67,NoGroup,65,54.0,1.0,50.0,200.0,-0.018916693,-0.21652126,54.13824,-0.10999368,1.1278374,52.587547,-11.0,85.613335
9.0,68,NoGroup,41,30.0,0.0,50.0,200.0,-0.002989718,-0.49545118,30.55359,-0.37315214,3.2210057,33.089268,-11.0,85.613335
9.0,69,NoGroup,72,67.0,1.0,50.0,200.0,-0.018916693,-0.21652126,66.89689,-0.10999368,1.1278374,64.299324,-5.0,85.613335
9.0,70,NoGroup,44,41.0,0.0,50.0,200.0,-0.002989718,-0.49545118,41.5208,-0.37315214,3.2210057,41.100037,-3.0,85.613335
9.0,71,NoGroup,56,62.0,1.0,50.0,200.0,-0.018916693,-0.21652126,61.989716,-0.10999368,1.1278374,59.794796,6.0,85.613335
9.0,72,NoGroup,63,62.0,1.0,50.0,200.0,-0.018916693,-0.21652126,61.989716,-0.10999368,1.1278374,59.794796,-1.0,85.613335
9.0,73,NoGroup,44,52.0,1.0,50.0,200.0,-0.018916693,-0.21652126,52.17537,-0.10999368,1.1278374,50.785736,8.0,85.613335
9.0,74,NoGroup,67,74.0,1.0,50.0,200.0,-0.018916693,-0.21652126,73.76693,-0.10999368,1.1278374,70.60567,7.0,85.613335
9.0,75,NoGroup,39,36.0,1.0,50.0,200.0,-0.018916693,-0.21652126,36.47242,-0.10999368,1.1278374,36.37124,-3.0,85.613335
10.0,1,NoGroup,57,70.0,0.0,50.0,200.0,-0.002989718,-0.49545118,70.43436,-0.16685899,-0.88326514,67.89699,13.0,176.57333
10.0,2,NoGroup,48,45.0,1.0,50.0,200.0,-0.018916693,-0.21652126,45.30533,0.070579015,-2.0911782,46.870285,-3.0,176.57333
10.0,3,NoGroup,28,15.0,0.0,50.0,200.0,-0.002989718,-0.49545118,15.598303,-0.16685899,-0.88326514,20.761904,-13.0,176.57333
10.0,4,NoGroup,35,28.0,0.0,50.0,200.0,-0.002989718,-0.49545118,28.559551,-0.16685899,-0.88326514,31.902925,-7.0,176.57333
10.0,5,NoGroup,65,75.0,1.0,50.0,200.0,-0.018916693,-0.21652126,74.74837,0.070579015,-2.0911782,79.148445,10.0,176.57333
10.0,6,NoGroup,58,50.0,0.0,50.0,200.0,-0.002989718,-0.49545118,50.493973,-0.16685899,-0.88326514,50.756958,-8.0,176.57333
10.0,7,NoGroup,69,95.0,1.0,50.0,200.0,-0.018916693,-0.21652126,94.37705,0.070579015,-2.0911782,100.66722,26.0,176.57333
10.0,8,NoGroup,44,65.0,0.0,50.0,200.0,-0.002989718,-0.49545118,65.449265,-0.16685899,-0.88326514,63.611984,21.0,176.57333
10.0,9,NoGroup,21,15.0,0.0,50.0,200.0,-0.002989718,-0.49545118,15.598303,-0.16685899,-0.88326514,20.761904,-6.0,176.57333
10.0,10,NoGroup,48,20.0,1.0,50.0,200.0,-0.018916693,-0.21652126,20.769466,0.070579015,-2.0911782,19.971819,-28.0,176.57333
10.0,11,NoGroup,28,25.0,0.0,50.0,200.0,-0.002989718,-0.49545118,25.568495,-0.16685899,-0.88326514,29.33192,-3.0,176.57333
10.0,12,NoGroup,23,15.0,0.0,50.0,200.0,-0.002989718,-0.49545118,15.598303,-0.16685899,-0.88326514,20.761904,-8.0,176.57333
10.0,13,NoGroup,46,45.0,0.0,50.0,200.0,-0.002989718,-0.49545118,45.508877,-0.16685899,-0.88326514,46.47195,-1.0,176.57333
10.0,14,NoGroup,36,35.0,0.0,50.0,200.0,-0.002989718,-0.49545118,35.538685,-0.16685899,-0.88326514,37.901936,-1.0,176.57333
10.0,15,NoGroup,44,25.0,0.0,50.0,200.0,-0.002989718,-0.49545118,25.568495,-0.16685899,-0.88326514,29.33192,-19.0,176.57333
10.0,16,NoGroup,48,56.0,1.0,50.0,200.0,-0.018916693,-0.21652126,56.10111,0.070579015,-2.0911782,58.705612,8.0,176.57333
10.0,17,NoGroup,47,45.0,0.0,50.0,200.0,-0.002989718,-0.49545118,45.508877,-0.16685899,-0.88326514,46.47195,-2.0,176.57333
10.0,18,NoGroup,69,80.0,1.0,50.0,200.0,-0.018916693,-0.21652126,79.65553,0.070579015,-2.0911782,84.52814,11.0,176.57333
10.0,19,NoGroup,41,45.0,0.0,50.0,200.0,-0.002989718,-0.49545118,45.508877,-0.16685899,-0.88326514,46.47195,4.0,176.57333
10.0,20,NoGroup,67,90.0,1.0,50.0,200.0,-0.018916693,-0.21652126,89.46988,0.070579015,-2.0911782,95.28753,23.0,176.57333
10.0,21,NoGroup,39,35.0,0.0,50.0,200.0,-0.002989718,-0.49545118,35.538685,-0.16685899,-0.88326514,37.901936,-4.0,176.57333
10.0,22,NoGroup,46,35.0,0.0,50.0,200.0,-0.002989718,-0.49545118,35.538685,-0.16685899,-0.88326514,37.901936,-11.0,176.57333
10.0,23,NoGroup,35,25.0,0.0,50.0,200.0,-0.002989718,-0.49545118,25.568495,-0.16685899,-0.88326514,29.33192,-10.0,176.57333
10.0,24,NoGroup,62,56.0,1.0,50.0,200.0,-0.018916693,-0.21652126,56.10111,0.070579015,-2.0911782,58.705612,-6.0,176.57333
10.0,25,NoGroup,66,78.0,1.0,50.0,200.0,-0.018916693,-0.21652126,77.692665,0.070579015,-2.0911782,82.37627,12.0,176.57333
10.0,26,NoGroup,47,56.0,1.0,50.0,200.0,-0.018916693,-0.21652126,56.10111,0.070579015,-2.0911782,58.705612,9.0,176.57333
10.0,27,NoGroup,59,78.0,1.0,50.0,200.0,-0.018916693,-0.21652126,77.692665,0.070579015,-2.0911782,82.37627,19.0,176.57333
10.0,28,NoGroup,62,57.0,1.0,50.0,200.0,-0.018916693,-0.21652126,57.082542,0.070579015,-2.0911782,59.78155,-5.0,176.57333
10.0,29,NoGroup,38,25.0,0.0,50.0,200.0,-0.002989718,-0.49545118,25.568495,-0.16685899,-0.88326514,29.33192,-13.0,176.57333
10.0,30,NoGroup,48,35.0,1.0,50.0,200.0,-0.018916693,-0.21652126,35.490982,0.070579015,-2.0911782,36.1109,-13.0,176.57333
10.0,31,NoGroup,59,45.0,1.0,50.0,200.0,-0.018916693,-0.21652126,45.30533,0.070579015,-2.0911782,46.870285,-14.0,176.57333
10.0,32,NoGroup,68,86.0,1.0,50.0,200.0,-0.018916693,-0.21652126,85.54414,0.070579015,-2.0911782,90.98377,18.0,176.57333
10.0,33,NoGroup,39,68.0,1.0,50.0,200.0,-0.018916693,-0.21652126,67.87832,0.070579015,-2.0911782,71.616875,29.0,176.57333
10.0,34,NoGroup,58,34.0,1.0,50.0,200.0,-0.018916693,-0.21652126,34.50955,0.070579015,-2.0911782,35.03496,-24.0,176.57333
10.0,35,NoGroup,59,67.0,1.0,50.0,200.0,-0.018916693,-0.21652126,66.89689,0.070579015,-2.0911782,70.54094,8.0,176.57333
10.0,36,NoGroup,51,57.0,1.0,50.0,200.0,-0.018916693,-0.21652126,57.082542,0.070579015,-2.0911782,59.78155,6.0,176.57333
10.0,37,NoGroup,58,67.0,1.0,50.0,200.0,-0.018916693,-0.21652126,66.89689,0.070579015,-2.0911782,70.54094,9.0,176.57333
10.0,38,NoGroup,51,57.0,1.0,50.0,200.0,-0.018916693,-0.21652126,57.082542,0.070579015,-2.0911782,59.78155,6.0,176.57333
10.0,39,NoGroup,42,46.0,1.0,50.0,200.0,-0.018916693,-0.21652126,46.286762,0.070579015,-2.0911782,47.946224,4.0,176.57333
10.0,40,NoGroup,48,36.0,1.0,50.0,200.0,-0.018916693,-0.21652126,36.47242,0.070579015,-2.0911782,37.186836,-12.0,176.57333
10.0,41,NoGroup,58,46.0,1.0,50.0,200.0,-0.018916693,-0.21652126,46.286762,0.070579015,-2.0911782,47.946224,-12.0,176.57333
10.0,42,NoGroup,55,65.0,1.0,50.0,200.0,-0.018916693,-0.21652126,64.93402,0.070579015,-2.0911782,68.38906,10.0,176.57333
10.0,43,NoGroup,43,36.0,0.0,50.0,200.0,-0.002989718,-0.49545118,36.535706,-0.16685899,-0.88326514,38.758938,-7.0,176.57333
10.0,44,NoGroup,50,36.0,0.0,50.0,200.0,-0.002989718,-0.49545118,36.535706,-0.16685899,-0.88326514,38.758938,-14.0,176.57333
10.0,45,NoGroup,46,46.0,0.0,50.0,200.0,-0.002989718,-0.49545118,46.505898,-0.16685899,-0.88326514,47.328953,0.0,176.57333
10.0,46,NoGroup,36,46.0,0.0,50.0,200.0,-0.002989718,-0.49545118,46.505898,-0.16685899,-0.88326514,47.328953,10.0,176.57333
10.0,47,NoGroup,48,36.0,1.0,50.0,200.0,-0.018916693,-0.21652126,36.47242,0.070579015,-2.0911782,37.186836,-12.0,176.57333
10.0,48,NoGroup,70,56.0,1.0,50.0,200.0,-0.018916693,-0.21652126,56.10111,0.070579015,-2.0911782,58.705612,-14.0,176.57333
10.0,49,NoGroup,45,56.0,0.0,50.0,200.0,-0.002989718,-0.49545118,56.47609,-0.16685899,-0.88326514,55.898968,11.0,176.57333
10.0,50,NoGroup,57,46.0,0.0,50.0,200.0,-0.002989718,-0.49545118,46.505898,-0.16685899,-0.88326514,47.328953,-11.0,176.57333
10.0,51,NoGroup,48,36.0,1.0,50.0,200.0,-0.018916693,-0.21652126,36.47242,0.070579015,-2.0911782,37.186836,-12.0,176.57333
10.0,52,NoGroup,19,13.0,0.0,50.0,200.0,-0.002989718,-0.49545118,13.604264,-0.16685899,-0.88326514,19.047901,-6.0,176.57333
10.0,53,NoGroup,53,35.0,1.0,50.0,200.0,-0.018916693,-0.21652126,35.490982,0.070579015,-2.0911782,36.1109,-18.0,176.57333
10.0,54,NoGroup,45,35.0,1.0,50.0,200.0,-0.018916693,-0.21652126,35.490982,0.070579015,-2.0911782,36.1109,-10.0,176.57333
10.0,55,NoGroup,30,35.0,0.0,50.0,200.0,-0.002989718,-0.49545118,35.538685,-0.16685899,-0.88326514,37.901936,5.0,176.57333
10.0,56,NoGroup,53,45.0,1.0,50.0,200.0,-0.018916693,-0.21652126,45.30533,0.070579015,-2.0911782,46.870285,-8.0,176.57333
10.0,57,NoGroup,63,56.0,1.0,50.0,200.0,-0.018916693,-0.21652126,56.10111,0.070579015,-2.0911782,58.705612,-7.0,176.57333
10.0,58,NoGroup,52,45.0,1.0,50.0,200.0,-0.018916693,-0.21652126,45.30533,0.070579015,-2.0911782,46.870285,-7.0,176.57333
10.0,59,NoGroup,48,36.0,0.0,50.0,200.0,-0.002989718,-0.49545118,36.535706,-0.16685899,-0.88326514,38.758938,-12.0,176.57333
10.0,60,NoGroup,70,56.0,1.0,50.0,200.0,-0.018916693,-0.21652126,56.10111,0.070579015,-2.0911782,58.705612,-14.0,176.57333
10.0,61,NoGroup,59,56.0,1.0,50.0,200.0,-0.018916693,-0.21652126,56.10111,0.070579015,-2.0911782,58.705612,-3.0,176.57333
10.0,62,NoGroup,67,56.0,1.0,50.0,200.0,-0.018916693,-0.21652126,56.10111,0.070579015,-2.0911782,58.705612,-11.0,176.57333
10.0,63,NoGroup,65,65.0,1.0,50.0,200.0,-0.018916693,-0.21652126,64.93402,0.070579015,-2.0911782,68.38906,0.0,176.57333
10.0,64,NoGroup,61,64.0,1.0,50.0,200.0,-0.018916693,-0.21652126,63.952583,0.070579015,-2.0911782,67.31312,3.0,176.57333
10.0,65,NoGroup,43,74.0,0.0,50.0,200.0,-0.002989718,-0.49545118,74.42243,-0.16685899,-0.88326514,71.325,31.0,176.57333
10.0,66,NoGroup,37,36.0,0.0,50.0,200.0,-0.002989718,-0.49545118,36.535706,-0.16685899,-0.88326514,38.758938,-1.0,176.57333
10.0,67,NoGroup,74,36.0,1.0,50.0,200.0,-0.018916693,-0.21652126,36.47242,0.070579015,-2.0911782,37.186836,-38.0,176.57333
10.0,68,NoGroup,22,15.0,0.0,50.0,200.0,-0.002989718,-0.49545118,15.598303,-0.16685899,-0.88326514,20.761904,-7.0,176.57333
10.0,69,NoGroup,62,46.0,1.0,50.0,200.0,-0.018916693,-0.21652126,46.286762,0.070579015,-2.0911782,47.946224,-16.0,176.57333
10.0,70,NoGroup,86,76.0,1.0,50.0,200.0,-0.018916693,-0.21652126,75.7298,0.070579015,-2.0911782,80.22439,-10.0,176.57333
10.0,71,NoGroup,21,10.0,0.0,50.0,200.0,-0.002989718,-0.49545118,10.613207,-0.16685899,-0.88326514,16.476896,-11.0,176.57333
10.0,72,NoGroup,59,35.0,1.0,50.0,200.0,-0.018916693,-0.21652126,35.490982,0.070579015,-2.0911782,36.1109,-24.0,176.57333
10.0,73,NoGroup,45,46.0,0.0,50.0,200.0,-0.002989718,-0.49545118,46.505898,-0.16685899,-0.88326514,47.328953,1.0,176.57333
10.0,74,NoGroup,38,35.0,1.0,50.0,200.0,-0.018916693,-0.21652126,35.490982,0.070579015,-2.0911782,36.1109,-3.0,176.57333
10.0,75,NoGroup,34,25.0,0.0,50.0,200.0,-0.002989718,-0.49545118,25.568495,-0.16685899,-0.88326514,29.33192,-9.0,176.57333
11.0,1,SignalFirst,49,45.0,0.0,40.0,100.0,0.18763077,-0.8753817,47.232403,0.31426057,-2.223843,50.534386,-4.0,25.613333
11.0,2,SignalFirst,65,67.0,1.0,60.0,100.0,0.14315408,0.5003351,67.58557,0.33469114,0.9909687,69.031944,2.0,25.613333
11.0,3,SignalFirst,60,52.0,1.0,60.0,100.0,0.14315408,0.5003351,50.079506,0.33469114,0.9909687,46.486023,-8.0,25.613333
11.0,4,SignalFirst,44,50.0,1.0,60.0,100.0,0.14315408,0.5003351,47.745365,0.33469114,0.9909687,43.4799,6.0,25.613333
11.0,5,SignalFirst,51,37.0,0.0,40.0,100.0,0.18763077,-0.8753817,37.384663,0.31426057,-2.223843,38.868145,-14.0,25.613333
11.0,6,SignalFirst,64,67.0,1.0,60.0,100.0,0.14315408,0.5003351,67.58557,0.33469114,0.9909687,69.031944,3.0,25.613333
11.0,7,SignalFirst,52,55.0,1.0,60.0,100.0,0.14315408,0.5003351,53.58072,0.33469114,0.9909687,50.995205,3.0,25.613333
11.0,8,SignalFirst,77,70.0,1.0,60.0,100.0,0.14315408,0.5003351,71.086784,0.33469114,0.9909687,73.54112,-7.0,25.613333
11.0,9,SignalFirst,36,33.0,0.0,40.0,100.0,0.18763077,-0.8753817,32.460796,0.31426057,-2.223843,33.035027,-3.0,25.613333
11.0,10,SignalFirst,42,36.0,0.0,40.0,100.0,0.18763077,-0.8753817,36.153698,0.31426057,-2.223843,37.409866,-6.0,25.613333
11.0,11,SignalFirst,47,38.0,0.0,40.0,100.0,0.18763077,-0.8753817,38.61563,0.31426057,-2.223843,40.326427,-9.0,25.613333
11.0,12,SignalFirst,47,42.0,0.0,40.0,100.0,0.18763077,-0.8753817,43.5395,0.31426057,-2.223843,46.159546,-5.0,25.613333
11.0,13,SignalFirst,45,43.0,0.0,40.0,100.0,0.18763077,-0.8753817,44.77047,0.31426057,-2.223843,47.617825,-2.0,25.613333
11.0,14,SignalFirst,39,35.0,0.0,40.0,100.0,0.18763077,-0.8753817,34.92273,0.31426057,-2.223843,35.951588,-4.0,25.613333
11.0,15,SignalFirst,59,59.0,1.0,60.0,100.0,0.14315408,0.5003351,58.249,0.33469114,0.9909687,57.00745,0.0,25.613333
11.0,16,SignalFirst,64,68.0,1.0,60.0,100.0,0.14315408,0.5003351,68.75264,0.33469114,0.9909687,70.535,4.0,25.613333
11.0,17,SignalFirst,73,67.0,1.0,60.0,100.0,0.14315408,0.5003351,67.58557,0.33469114,0.9909687,69.031944,-6.0,25.613333
11.0,18,SignalFirst,33,36.0,0.0,40.0,100.0,0.18763077,-0.8753817,36.153698,0.31426057,-2.223843,37.409866,3.0,25.613333
11.0,19,SignalFirst,65,62.0,1.0,60.0,100.0,0.14315408,0.5003351,61.750214,0.33469114,0.9909687,61.516636,-3.0,25.613333
11.0,20,SignalFirst,38,31.0,0.0,40.0,100.0,0.18763077,-0.8753817,29.99886,0.31426057,-2.223843,30.118467,-7.0,25.613333
11.0,21,SignalFirst,74,71.0,1.0,60.0,100.0,0.14315408,0.5003351,72.25385,0.33469114,0.9909687,75.04419,-3.0,25.613333
11.0,22,SignalFirst,46,42.0,0.0,40.0,100.0,0.18763077,-0.8753817,43.5395,0.31426057,-2.223843,46.159546,-4.0,25.613333
11.0,23,SignalFirst,38,42.0,0.0,40.0,100.0,0.18763077,-0.8753817,43.5395,0.31426057,-2.223843,46.159546,4.0,25.613333
11.0,24,SignalFirst,71,65.0,1.0,60.0,100.0,0.14315408,0.5003351,65.25143,0.33469114,0.9909687,66.02582,-6.0,25.613333
11.0,25,SignalFirst,55,55.0,1.0,60.0,100.0,0.14315408,0.5003351,53.58072,0.33469114,0.9909687,50.995205,0.0,25.613333
11.0,26,SignalFirst,56,49.0,0.0,40.0,100.0,0.18763077,-0.8753817,52.156273,0.31426057,-2.223843,56.367504,-7.0,25.613333
11.0,27,SignalFirst,66,66.0,1.0,60.0,100.0,0.14315408,0.5003351,66.4185,0.33469114,0.9909687,67.52888,0.0,25.613333
11.0,28,SignalFirst,35,32.0,0.0,40.0,100.0,0.18763077,-0.8753817,31.229828,0.31426057,-2.223843,31.576746,-3.0,25.613333
11.0,29,SignalFirst,55,45.0,0.0,40.0,100.0,0.18763077,-0.8753817,47.232403,0.31426057,-2.223843,50.534386,-10.0,25.613333
11.0,30,SignalFirst,36,40.0,0.0,40.0,100.0,0.18763077,-0.8753817,41.077568,0.31426057,-2.223843,43.242985,4.0,25.613333
11.0,31,SignalFirst,62,61.0,1.0,60.0,100.0,0.14315408,0.5003351,60.583145,0.33469114,0.9909687,60.013573,-1.0,25.613333
11.0,32,SignalFirst,32,32.0,0.0,40.0,100.0,0.18763077,-0.8753817,31.229828,0.31426057,-2.223843,31.576746,0.0,25.613333
11.0,33,SignalFirst,62,64.0,1.0,60.0,100.0,0.14315408,0.5003351,64.08436,0.33469114,0.9909687,64.52276,2.0,25.613333
11.0,34,SignalFirst,41,40.0,0.0,40.0,100.0,0.18763077,-0.8753817,41.077568,0.31426057,-2.223843,43.242985,-1.0,25.613333
11.0,35,SignalFirst,38,37.0,0.0,40.0,100.0,0.18763077,-0.8753817,37.384663,0.31426057,-2.223843,38.868145,-1.0,25.613333
11.0,36,SignalFirst,30,36.0,0.0,40.0,100.0,0.18763077,-0.8753817,36.153698,0.31426057,-2.223843,37.409866,6.0,25.613333
11.0,37,SignalFirst,42,41.0,0.0,40.0,100.0,0.18763077,-0.8753817,42.308533,0.31426057,-2.223843,44.701267,-1.0,25.613333
11.0,38,SignalFirst,44,51.0,1.0,60.0,100.0,0.14315408,0.5003351,48.912434,0.33469114,0.9909687,44.982964,7.0,25.613333
11.0,39,SignalFirst,45,40.0,0.0,40.0,100.0,0.18763077,-0.8753817,41.077568,0.31426057,-2.223843,43.242985,-5.0,25.613333
11.0,40,SignalFirst,45,44.0,0.0,40.0,100.0,0.18763077,-0.8753817,46.001434,0.31426057,-2.223843,49.076103,-1.0,25.613333
11.0,41,SignalFirst,57,63.0,1.0,60.0,100.0,0.14315408,0.5003351,62.917286,0.33469114,0.9909687,63.019695,6.0,25.613333
11.0,42,SignalFirst,49,48.0,0.0,40.0,100.0,0.18763077,-0.8753817,50.925304,0.31426057,-2.223843,54.909225,-1.0,25.613333
11.0,43,SignalFirst,31,32.0,0.0,40.0,100.0,0.18763077,-0.8753817,31.229828,0.31426057,-2.223843,31.576746,1.0,25.613333
11.0,44,SignalFirst,39,33.0,0.0,40.0,100.0,0.18763077,-0.8753817,32.460796,0.31426057,-2.223843,33.035027,-6.0,25.613333
11.0,45,SignalFirst,30,29.0,0.0,40.0,100.0,0.18763077,-0.8753817,27.536926,0.31426057,-2.223843,27.201906,-1.0,25.613333
11.0,46,SignalFirst,51,41.0,0.0,40.0,100.0,0.18763077,-0.8753817,42.308533,0.31426057,-2.223843,44.701267,-10.0,25.613333
